mode,class_idx,class_id,class_label,text
attributes,473,929,Eastern Phoebe,"plump small body, medium-length tail, large head, flat brownish-gray upperparts, short thin bill, off-white underparts, faint yellow belly, whitish edging, faint yellow wings"
attributes,474,930,Say's Phoebe,"slender body, long blackish tail, large flat head, flat pale brownish-gray upperparts, flat back, cinnamon belly, gray breast"
attributes,475,931,Ash-throated Flycatcher,"medium-sized slender body, long cinnamon tail, medium-sized bill, grayish-brown plumage, pale yellow belly, pale yellow wings, cinnamon stripes, two whitish wingbars, whitish throat"
attributes,476,932,Great Crested Flycatcher,"large body, straight tail, reddish-brown brown upperparts, brownish-gray head, gray throat, gray breast, bright lemon-yellow belly, brown tail feathers, black bill"
attributes,477,933,Cassin's Kingbird,"compact body, straight bill, straight head, moderately long wings, moderately long tail, white throat, lemon-yellow belly, pale tip"
attributes,478,934,Western Kingbird,"large body, large head, broad shoulder, straight bill, long wings, medium-length square-tipped tail, gray-headed yellow belly, whitish chest, whitish throat"
attributes,479,935,Eastern Kingbird,"medium-sized body, large head, upright posture, square-tipped tail, straight bill, blackish upperparts, white underparts"
attributes,480,936,Scissor-tailed Flycatcher,"slender body, forked black tail, pale gray blackish wings, white edges, salmon-pink flank, intensely colored plumage"
attributes,481,937,Loggerhead Shrike,"thick rounded body, thick small hooked black bill, gray black wide mask, black white wings, gray head, white throat, white primaries"
attributes,482,938,Northern Shrike,"large body, thick neck, large rounded head, thick hooked bill, short black wings, long rounded black tail, gray black masks, fine gray barring, brownish faint mask"
attributes,483,939,White-eyed Vireo,"hooked bill, compact body, thick neck, white dark eye, yellow-washed side, gray head, white chest, white throat, white wingbars"
attributes,484,940,Bell's Vireo,"slim build, slender body, long tail, grayish upperparts, whitish underparts, whitish eye, pale wingbars"
attributes,485,941,Yellow-throated Vireo,"small chunky body, big olive-green head, thick bill, short tail, two white bars, gray wings"
attributes,486,942,Plumbeous Vireo,"small sturdy body, short hooked bill, rich gray upperparts, white underparts, bold white spectacles, grayish side"
attributes,487,943,Cassin's Vireo,"small sturdy body, short dark bill, long wings, long tail, olive green upperparts, grayish head, prominent white eyering, prominent white wingbars, white underparts, white side, dark eye, dark legs"
attributes,488,944,Blue-headed Vireo,"stocky small body, medium-length tail, hooked bill, thick legs, moss-green bluish-gray head, crisp white underparts, two white wingbars"
attributes,489,945,Hutton's Vireo,"small large head, short bill, short wings, moderately long tail, grayish olive upperparts, pale gray underparts, two wingbars"
attributes,490,946,Warbling Vireo,"small chunky medium-sized body, thick straight hooked medium-length bill, round head, round tail, grayish gray upperparts, whitish underparts, whitish side, whitish vent yellow plumage, dark white line, dark eye"
attributes,491,947,Red-eyed Vireo,"large chunky body, thick neck, long bill, olive-green gray upperparts, clean white gray underparts, strong head, gray crown, white eyebrow, gray stripes, blackish lines, red eye"
attributes,492,948,Gray Jay,"stocky large body, round light gray head, long tail, broad rounded wings, dark gray upperparts, light gray underparts, black back, grayish black plumage"
attributes,493,949,Steller's Jay,"large head, chunky body, rounded wings, long full tail, prominent triangular crest, dark plumage, white underparts"
attributes,494,950,Blue Jay,"large crest, broad rounded tail, white light gray underparts, various shades blue plumage, black-and-white upperparts"
attributes,495,951,Florida Scrub-Jay,"large sturdy body, long tail, hefty legs, big flat head, heavy bill, dull blue plumage, whitish forehead, pale gray back, pale gray belly"
attributes,496,952,Western Scrub-Jay,Western Scrub-Jay
attributes,497,953,Mexican Jay,"long tail, short neck, pointed dark bill, long strong legs, long strong feet, blue upperparts, blue underparts, brown-gray back, dark eye"
attributes,498,954,Clark's Nutcracker,"short tail, short head, straight sharp-tipped black bill, pale gray black wings, black legs, black feet"
attributes,499,955,Black-billed Magpie,"black-and-white plumage, white patches, two white stripes, white back"
attributes,500,956,Yellow-billed Magpie,"large heavy rounded body, large head, long tail, curved bright yellow bill, black-and-white iridescent blue wings"
attributes,501,957,American Crow,"large long legs, straight bill, short tail"
attributes,502,958,Yellow-rumped Warbler (Breeding Audubon's),"large full body, large head, large bill, long narrow tail, smart gray paler brown plumage, white wings, yellow face, yellow side, yellow bright rump"
attributes,503,959,Purple Martin (Female/juvenile),"large broad-chested body, hooked bill, short forked tail, long tapered brown-black wings, iridescent dark blue-purple plumage, gray head, gray chest, gray belly"
attributes,504,960,American Robin (Juvenile),"round body, gray-brown tones plumage, round underparts, round back, round chest"
attributes,505,961,Phainopepla (Male),"slender body, long tail, distinct crest, glossy black red eye, large white patches, black red wings, mousy grayish-brown plumage"
attributes,506,962,Snow Bunting (Nonbreeding),"medium-sized full body, full sharp white bill, black wingtips, black-and-white tail, black brown streaky white back, whitish plumage, dusky head, white underparts, rusty patches, white crown, white shoulder"
attributes,507,963,Common Yellowthroat (Female/immature male),"small chunky body, rounded head, medium-length rounded tail, bright yellow underparts, sharp black face, olive upperparts, thin whitish line, thin whitish neck, traces full lack black mask"
attributes,508,964,American Redstart (Female/juvenile),"medium-sized body, flat bill, flat bright orange dark-gray tail, black yellow to yellow-orange plumage, bright orange patches, bright orange olive wings, gray head, gray underparts, olive back"
attributes,509,965,Magnolia Warbler (Female/immature male),"small bill, long narrow tail, black mask, black streaking, gray black upperparts, wide white wings, gray black patches, yellow throat, yellow belly, gray head, white eyering, faint gray bands, white neck, narrow white wingbars, white black tip"
attributes,510,966,"Bay-breasted Warbler (Female, Nonbreeding male, Immature)","small fine pointed bill, long wings, long tail, grayish yellow-green upperparts, reddish-brown crown, reddish-brown breast, reddish-brown brown flank, black face, creamy buff whitish underparts, creamy buff rear, creamy buff cheek, two strong white wingbars"
attributes,511,967,Chestnut-sided Warbler (Female/immature male),"slim body, long tail, crisp gray plumage, white yellow crown, black face, rich chestnut flank, bright lime-green upperparts, white eyering, two wingbars, pale gray-and-white underparts"
attributes,512,968,Blackpoll Warbler (Female/juvenile),"small short tail, small thin bill, black-and-white black cap, white cheek, white black stripes, two white wingbars, orange-yellow legs, greenish-yellow upperparts, white underparts"
attributes,513,969,Black-throated Blue Warbler (Female/Immature male),"pointed bill, large plump body, blue upperparts, white underparts, black throat, black face, black side, plain grayish olive plumage, small white square wings"
attributes,514,970,Lark Bunting (Female/Nonbreeding male),"compact body, unmistakable black plumage, white wings, brownish upperparts, brownish underparts, white upperwing brownish tail feathers, brownish coverts"
attributes,515,971,White-throated Sparrow (Tan-striped/immature),"large full body, prominent bright white bill, rounded gray black-and-white-striped head, long legs, long narrow tail, brown upperparts, gray underparts, bright white throat, bright white eye"
attributes,516,972,Harris's Sparrow (Immature),"large chunky small body, big barrel-shaped chest, round head, long tail, long pink bill, streaky brown black plumage, black bib, gray cheek, gray nape, white belly, white back"
attributes,517,973,White-crowned Sparrow (Immature),"large small pale pink yellow bill, long tail, white stripes"
attributes,518,974,Golden-crowned Sparrow (Immature),"large long tail, small black head, seed-eating bill, golden-crowned streaked brown upperparts, smooth gray-brown underparts, black yellow crown, bright-yellow forehead"
attributes,519,975,Dark-eyed Junco (White-winged),"medium-sized body pale bill, gray body, faint white wingbars, faint white face"
attributes,520,976,Chipping Sparrow (Immature/nonbreeding adult),"slender body, long tail, medium-sized bill, pale face, black line, pale eye, bright rusty crown, streaked upperparts, black cap"
attributes,521,977,Scarlet Tanager (Female/Nonbreeding Male),"medium-sized broad body, stocky proportions, thick rounded bill, brilliant red plumage, black olive wings, black olive tail"
attributes,522,978,Western Tanager (Female/Nonbreeding Male),"stocky yellow-green body, short thick-based bill, medium-length tail, yellow black wings, orange-red head, two bold wingbars, yellow upperpart marking, white lower underparts, red plumage"
attributes,523,979,Northern Cardinal (Female/Juvenile),"large body, long tail, short thick reddish red-orange bill, prominent crest, brilliant red pale brown plumage, black face"
attributes,524,980,Rose-breasted Grosbeak (Female/immature male),"stocky medium-sized body, large triangular bill, broad-chested short neck, medium-length squared white tail, black throat, brown heavily streaked flash yellowish plumage, bold whitish stripes, white patches"
attributes,525,981,Black-headed Grosbeak (Female/immature male),"hefty chunky body, large grayish bill, large black head, short thick neck, short tail, black-and-white wings, brown upperparts, warm orange buff breast, orange buff side"
attributes,526,982,Blue Grosbeak (Female/juvenile),"stocky body, large triangular bill, rich blue tend plumage, chestnut two dark brown wingbars, chestnut beak, chestnut upperparts, grayish-buffy lower underparts"
attributes,527,983,Lazuli Bunting (Female/juvenile),"small stocky body, cone-shaped bill, blue warm grayish-brown upperparts, pumpkin-colored pale cinnamon tan breast, white belly, white shoulder, warm grayish-brown wings, warm grayish-brown tail, two buffy wingbars, tan plumage"
attributes,528,984,Indigo Bunting (Female/juvenile),"small stocky body, short blue tail, short silver-gray bill, indigo blue brown patchy plumage, whitish throat, blue wings, blue rump"
attributes,529,985,Painted Bunting (Female/juvenile),"medium-sized body, thick seed-eating bill, stunningly colored bright yellow-green plumage, blue head, red underparts, green back, pale eyering"
attributes,530,986,Bobolink (Female/juvenile/nonbreeding male),"flat head, short neck, short tail, black plumage, white warm buffy brown dark back, white rump, rich buffy nape, dark brown flank, bold brown stripes"
attributes,531,987,Red-winged Blackbird (Female/juvenile),"stocky broad-shouldered body, medium-length tail, even glossy black crisply streaked dark brownish plumage, red yellow shoulder, whitish eyebrow"
attributes,532,988,Yellow-headed Blackbird (Female/Immature Male),"large black body, large yellow head, large bill, yellow chest, prominent white patches, black wings, brown plumage"
attributes,533,989,Brewer's Blackbird (Male),"long legs, long tail, full yellow body, round yellow head, long thick-based beak, glossy black plainer brown plumage, yellow dark eye"
attributes,534,990,Brown-headed Cowbird (Female/Juvenile),"glossy black rich brown head, dark eye"
attributes,535,991,Hooded Oriole (Female/Immature male),"large body, long rounded black tail, long rounded neck, brilliant black plumage, black throat, black wings, yellow-orange rump, yellow-orange belly, black chest, white thin wingbars"
attributes,536,992,Bullock's Oriole (Female/Immature male),"medium-sized body, medium-long tail, thick-based sharply pointed bill, bright orange black grayish back, large white white-edged wings, orange black patches, black line, black throat, yellowish-orange head, grayish coverts"
attributes,537,993,Baltimore Oriole (Female/Immature male),"slender body, long thick-based pointed bill, flame-orange black solid-black grayish head, one white two bold wing bars, black wings, yellow-orange breast, grayish back"
attributes,538,994,Pine Grosbeak (Female/juvenile),"large plump body, heavy-chested round reddish orange yellow pink head, reddish pink gray plumage, orange yellow reddish pink rump, dark gray wings, white wingbars, reddish pink belly"
attributes,539,995,Purple Finch (Female/immature),"purple large chunky no red plumage, pink-red head, brown back, white belly, streaked underparts, dark line, streaked side, streaked throat"
attributes,540,996,Cassin's Finch (Female/immature),"small body, short-medium straight-sided tail, heavy bill, rosy pink brown white crisp plumage, red crown, streaked undertail, thin white eyering"
attributes,541,997,House Finch (Female/immature),"small body, large beak, flat head, red face, red breast, streaky brown back, streaky brown belly, streaky brown tail"
attributes,542,998,Red Crossbill (Female/juvenile),"stocky medium-sized body, brick red plumage, yellowish brownish underparts, brownish olive brown upperparts"
attributes,543,999,White-winged Crossbill (Female/juvenile),"compact medium-sized body, forked rose-pink black tail, forked bill, rose-pink black wings, two white whitish wingbars, brownish streaked underparts"
attributes,544,1000,Lesser Goldfinch (Female/juvenile),"tiny body, stub-billed long pointed glossy black wings, long pointed black tail, bright yellow dull underparts, glossy black cap, white patches, glossy black olive back, large white plumage, two whitish wingbars"
attributes,545,1001,American Goldfinch (Female/Nonbreeding Male),"small head, long black blackish wings, long black tail, bright yellow plumage black forehead, white markings, white patches, black olive upperparts, duller yellow beneath unstreaked brown plumage, two pale wingbars"
attributes,546,1002,Evening Grosbeak (Female/Juvenile),"large heavyset body, thick white black neck, full chest, short tail, yellow black prominent white patches, dark head, bright-yellow stripes, dark eye, gray plumage, white black wings, white black flank"
attributes,547,1003,House Sparrow (Female/Juvenile),"fuller chest, rounded gray head, rounded tail, rounded bill, brightly colored plain buffy-brown buff black brown plumage, white cheek, black bib, rufous neck, gray-brown underparts"
attributes,548,1004,"Vermilion Flycatcher (Female, immature)","small stocky body, upright posture, slender brown tail, broad straight bill, brown back, brown wings"
attributes,549,1005,European Starling (Juvenile),"chunky body, blackbird-sized short tail, long slender purplish-green iridescent yellow beak, black fresh brown plumage, white spots"
attributes,550,1006,Fox Sparrow (Thick-billed/Slate-colored),"large round body, large round bill, medium-length tail, rust-brown upperparts, gray head, gray flank, gray chest"
attributes,551,1007,Summer Tanager (Immature Male),"medium-sized chunky big body, large bright yellow-green head, large thick blunt-tipped bill, bright red patchy yellow plumage, bright yellow-green underparts, bright yellow-green back, bright yellow-green wings"
attributes,552,1008,Orchard Oriole (Female/Juvenile),"slim body, medium-length tail, rounded black head, straight sharply pointed black bill, black upperparts, rich reddish-chestnut underparts, black throat, reddish-chestnut patches, black wings, greenish yellow two white wing bars"
attributes,553,1009,Yellow-rumped Warbler (Winter/juvenile Audubon's),"large full body, large head, large bill, long narrow tail, smart gray paler brown plumage, white wings, yellow face, yellow side, yellow bright rump"
attributes,554,1010,Dark-eyed Junco (Red-backed/Gray-headed),"medium small bill, medium small tail feathers, reddish-brown back"
hybrid,0,295,Common Eider (Adult male),"A photo of a Common Eider (Adult male). A bird with large heavyset seabird body, white upperparts, black underparts, black cap, pale green nape, green yellow-orange black bill, chocolate brown plumage, white breast, and white back."
hybrid,1,296,Long-tailed Duck (Winter male),"A photo of a Long-tailed Duck (Winter male). A bird with small slender seabird dark brown body, rounded black dark head, small bill, long tail, white plumage, large dark patches, black dark neck, pink bands, and white face."
hybrid,2,297,Ruddy Duck (Breeding male),"A photo of a Ruddy Duck (Breeding male). A bird with small compact rich chestnut body, scoop-shaped bright blue dull gray bill, thick neck, blackish cap, dull gray-brown upperparts, dull gray-brown underparts, brownish plumage, and pale cheek."
hybrid,3,298,Swainson's Hawk (Dark morph ),"A photo of a Swainson's Hawk (Dark morph ). A bird with broad longer-winged white wings, short tail, dark reddish-brown chest, brown gray upperparts, gray brown head, dark individuals also occur body, and vary reddish nearly black plumage."
hybrid,4,299,Red-tailed Hawk (Light morph adult),"A photo of a Red-tailed Hawk (Light morph adult). A bird with large body proportions, broad rounded streaked wings, short wide dark-morph chocolate-brown warm red tail, red-tailed rich brown cinnamon-red upperparts, pale underparts, streaked dark belly, dark bars, streaked shoulder, young brown plumage, and rufous-morph reddish-brown chest."
hybrid,5,313,Snow Goose (White morph),"A photo of a Snow Goose (White morph). A bird with medium-sized white dark brown body, hefty pink bill, long thick neck, black wingtips, dark line, dark patches, blue white face, and white undertail."
hybrid,6,314,Wood Duck (Breeding male),"A photo of a Wood Duck (Breeding male). A bird with compact body, glossy green crest, white throat, chestnut breast, buff side, red white bill, and red eye."
hybrid,7,315,Gadwall (Breeding male),"A photo of a Gadwall (Breeding male). A bird with large body, square head, square forehead, gray-brown black patches, brown buff plumage, and dark bill."
hybrid,8,316,American Wigeon (Breeding male),"A photo of a American Wigeon (Breeding male). A bird with medium-sized compact body, short pale gray bill, round brownish-gray warm brown head, wide green stripes, brownish-gray eye, gleaming white cap, and white patches."
hybrid,9,317,Mallard (Breeding male),"A photo of a Mallard (Breeding male). A bird with large hefty gray body, rounded dark iridescent green head, wide flat bright yellow brown mottled orange-brown bill, brown breast, black rear, and white-bordered blue speculum."
hybrid,10,318,Blue-winged Teal  (Male),"A photo of a Blue-winged Teal (Male). A bird with small dabbling-duck brown body, large side, brown breast, slaty-blue head, brown bill, small white flank, brown patches, black rear, and patterned brown plumage."
hybrid,11,319,Cinnamon Teal (Male),"A photo of a Cinnamon Teal (Male). A bird with small body, long dark bill, red eye, vivid rusty rich brownish plumage, brownish back, white underwing feathers, and sky-blue patches."
hybrid,12,320,Northern Shoveler (Breeding male),"A photo of a Northern Shoveler (Breeding male). A bird with shovel-shaped large orange bill, medium-sized body, bold white blue-green rust mottled brown plumage, white chest, white side, and powdery-blue wings."
hybrid,13,321,Northern Pintail (Breeding male),"A photo of a Northern Pintail (Breeding male). A bird with long-necked slender profile, gleaming white breast, white line, brown head, and brown neck."
hybrid,14,322,Green-winged Teal (Male),"A photo of a Green-winged Teal (Male). A bird with small grayish body, grayish stripes, grayish shoulder, dark head, dark eye, dark back, dark neck, and green wings."
hybrid,15,323,Canvasback (Breeding male),"A photo of a Canvasback (Breeding male). A bird with large chestnut brown head, sloping forehead, large chestnut brown neck, long bill, short tail, black chest, whitish brown body, black rear, pale brown black grayish plumage, and red dark eye."
hybrid,16,324,Redhead (Breeding male),"A photo of a Redhead (Breeding male). A bird with medium-sized diving gray body, smoothly rounded cinnamon head, moderately large black-tipped gray bill, black breast, black tail, and plain uniform brown plumage."
hybrid,17,325,Ring-necked Duck (Breeding male),"A photo of a Ring-necked Duck (Breeding male). A bird with compact diving body, shape-a sloping forehead, bold black rich brown prominent white ring plumage, gray dark head, black back, gray side, gray chest, pale cheek, white patches, pale bill, and whitish eyering."
hybrid,18,326,Greater Scaup (Breeding male),"A photo of a Greater Scaup (Breeding male). A bird with medium-sized diving mottled brown gray body, rounded brown blackish head, black brown plumage, bluish brown bill, yellow eye, and white patches."
hybrid,19,327,Lesser Scaup (Breeding male),"A photo of a Lesser Scaup (Breeding male). A bird with medium-sized diving mottled brown gray body, small crest, black finely barred brown plumage, white back, bluish brown bill, yellow eye, brown head, and white patches."
hybrid,20,328,Harlequin Duck (Male),"A photo of a Harlequin Duck (Male). A bird with small compact body, large rounded head, small white bill, small forehead, spectacular slate blue plumage, white stripes, chestnut side, chestnut highlights brow, white eye, white spots, white rear, and white cheek."
hybrid,21,329,Surf Scoter (Male),"A photo of a Surf Scoter (Male). A bird with medium-sized seabird body, large head, broad orange white black dark brown gray bill, jet black plumage, white two patches, white black nape, and white face."
hybrid,22,330,White-winged Scoter (Male),"A photo of a White-winged Scoter (Male). A bird with stocky body, thick neck, heavy head, sloping forehead, heavy bill, silken black bright orange-red plumage, large white patches, comma-shaped white mark, large white wings, and large white belly."
hybrid,23,331,Black Scoter (Male),"A photo of a Black Scoter (Male). A bird with stocky medium-sized seaduck body, short tail, rounded head, broad bill, silky black rich brown plumage, blackish cap, and contrasting pale cheek."
hybrid,24,332,Bufflehead (Breeding male),"A photo of a Bufflehead (Breeding male). A bird with small compact white body, large rounded dark head, short wide bill, black back, large white patches, gray-brown plumage, and white cheek."
hybrid,25,333,Common Goldeneye (Breeding male),"A photo of a Common Goldeneye (Breeding male). A bird with medium-sized narrow black body, large white brown head, short tail, black plumage, round white spots, white bill, bright yellow eye, black side, gray back, gray wings, and variable amounts yellow tip."
hybrid,26,334,Barrow's Goldeneye (Breeding male),"A photo of a Barrow's Goldeneye (Breeding male). A bird with small stocky diving large oddly shaped body, white underparts, black-and-white upperparts, and yellow bill."
hybrid,27,335,Hooded Merganser (Breeding male),"A photo of a Hooded Merganser (Breeding male). A bird with small thin bill, small thin crest, black upperparts, white breast, rich chestnut flank, black head, and large white patches."
hybrid,28,336,Common Merganser (Breeding male),"A photo of a Common Merganser (Breeding male). A bird with large long gleaming white gray body, thin pointed wings, straight narrow bill, shaggy crests, dark iridescent green rusty cinnamon head, and white chest."
hybrid,29,337,Red-breasted Merganser (Breeding male),"A photo of a Red-breasted Merganser (Breeding male). A bird with large slim long body, long white neck, long bill, shaggy crest, cinnamon chest, cinnamon bands, shaggy green brown head, brownish-gray plumage, brownish chin, and brownish breast."
hybrid,30,338,California Quail (Male),"A photo of a California Quail (Male). A bird with plump body, small head, small bill, broad wings, rich gray plainer brown plumage, brown black face, bold white stripes, and pattern white."
hybrid,31,339,Gambel's Quail (Male),"A photo of a Gambel's Quail (Male). A bird with plump broad fuller neither strongly scaled california body, volleyball-sized short neck, small bill, square tail, small strong head, richly patterned gray chestnut cream plumage, bright rufous crest, chestnut flank, white creamy belly, and black patches."
hybrid,32,340,Ring-necked Pheasant (Male),"A photo of a Ring-necked Pheasant (Male). A bird with pointed long buff cinnamon tail, long legs, small head, long iridescent green neck, plump body, red face, bold white ring plumage, thin black bars, buff cinnamon underparts, and buff cinnamon side."
hybrid,33,341,Red-throated Loon (Breeding),"A photo of a Red-throated Loon (Breeding). A bird with large seabird, long narrow pointed wings, grayish-brown blackish upperparts, pale white underparts, pale gray white neck, rusty throat, pale gray patches, thin black-and-white stripes, pale gray back, pale gray side, pale gray breast, and white face."
hybrid,34,342,Pacific Loon (Breeding),"A photo of a Pacific Loon (Breeding). A bird with heavy long pointed body, long thick neck, pointed sharp black bill, long pointed wings, short legs, long pointed back, dove-gray head, black dark gray-brown upperparts, crisp white lines, dark gray-brown edging, whitish underparts, dark line, and whitish throat."
hybrid,35,343,Common Loon (Breeding),"A photo of a Common Loon (Breeding). A bird with large diving waterbirds, rounded black plain gray head, dagger-like black bill, long body, short tail, black-and-white spotted plain gray back, white breast, and white throat."
hybrid,36,344,Horned Grebe (Breeding),"A photo of a Horned Grebe (Breeding). A bird with small compact waterbird, compact body, short rich rusty cinnamon neck, short head, straight narrow bill, dark gray-black back, rich rusty cinnamon side, long yellow tuft, grayish upperparts, white underparts, and white cheek."
hybrid,37,345,Red-necked Grebe (Breeding),"A photo of a Red-necked Grebe (Breeding). A bird with dark gray upperparts, dark gray underparts, pale white cheek, pale side, pale neck, rusty red breast, and black cap."
hybrid,38,346,Eared Grebe (Breeding),"A photo of a Eared Grebe (Breeding). A bird with small waterbird, thin neck, thin bill, black grayish plumage, chestnut flank, bright red eye, and dark crown."
hybrid,39,347,"Northern Gannet (Adult, Subadult)","A photo of a Northern Gannet (Adult, Subadult). A bird with heavy body, long pointed wings, long pointed tail, long pointed bill, snow white uniformly sooty brown appearing patchwork dark plumage, black wingtips, yellow head, and light feathering."
hybrid,40,348,Double-crested Cormorant (Immature),"A photo of a Double-crested Cormorant (Immature). A bird with large waterbirds, small strongly hooked head, small neck, thin strongly hooked bill, heavy body, and brown-black small patches."
hybrid,41,349,Great Cormorant (Adult),"A photo of a Great Cormorant (Adult). A bird with long thick neck, long thick head, heavy hooked white bill, blackish plumage, white brownish whitish throat, brownish whitish belly, and brownish streaking edges."
hybrid,42,350,Little Blue Heron (Adult),"A photo of a Little Blue Heron (Adult). A bird with small slight dark slaty-blue body, slender neck, long greenish legs, rounded wings, rounded greenish bill, dark white patchwork blue plumage, rich purple-maroon head, and yellow eye."
hybrid,43,351,Reddish Egret (Dark morph),"A photo of a Reddish Egret (Dark morph). A bird with large rich grayish blue body, long grayish blue neck, long two-toned bill, pinkish-cinnamon head, pink black tip, and ashy copper color plumage."
hybrid,44,352,Black-crowned Night-Heron (Adult),"A photo of a Black-crowned Night-Heron (Adult). A bird with night small rounded body, thick neck, large flat head, pointed all-black yellow black bill, black back, black crown, brown large white spots, and large white underparts."
hybrid,45,353,Yellow-crowned Night-Heron (Adult),"A photo of a Yellow-crowned Night-Heron (Adult). A bird with stocky body, short thick neck, short legs, short bill, cloudy gray plumage, bold face, black creamy yellow head, large white cheek, black patches, creamy yellow crown, brown fine white spots, fine white wings, and fine white underparts."
hybrid,46,354,White Ibis (Adult),"A photo of a White Ibis (Adult). A bird with white large wading splotchy brown plumage, football-shaped body, long reddish pink legs, long streaky brown neck, curved reddish pink bill, black-tipped wings, blue eye, brown white upperparts, and white underparts."
hybrid,47,355,"Bald Eagle (Adult, subadult)","A photo of a Bald Eagle (Adult, subadult). A bird with heavy dark brown body, large white dark head, long hooked bill, white dark tail, dark brown wings, and white varying amounts plumage."
hybrid,48,356,Northern Harrier (Adult male),"A photo of a Northern Harrier (Adult male). A bird with slender body, medium-sized raptors, broad whitish wings, long rounded black-banded tail, flat owl-like face, small sharply hooked bill, v-shape gray upperparts, whitish underparts, black wingtips, brown black bands, whitish undersides, brown streaks, buffy plumage, and white rump."
hybrid,49,357,Sharp-shinned Hawk (Adult ),"A photo of a Sharp-shinned Hawk (Adult ). A bird with small long tail, short rounded wings, small head, slaty blue-gray upperparts, red-orange bars, slaty blue-gray breast, brown plumage, white underparts, and broad dark bands."
hybrid,50,358,Cooper's Hawk (Adult),"A photo of a Cooper's Hawk (Adult). A bird with medium-sized body, broad rounded wings, long blue-gray tail, blue-gray brown upperparts, warm reddish bars, blue-gray underparts, thick dark bands, and brown breast."
hybrid,51,359,Red-shouldered Hawk (Adult ),"A photo of a Red-shouldered Hawk (Adult ). A bird with medium-sized body, broad rounded dark white checkered wings, medium-length tail, white checkered breast, narrow white bands, brown upperparts, white underparts, brown plumage, and pale crescents wingtips."
hybrid,52,360,Broad-winged Hawk (Adult),"A photo of a Broad-winged Hawk (Adult). A bird with small compact raptors, chunky body, large reddish-brown head, barred underparts, broad black-and-white bands, barred tail, and lighter brown plumage."
hybrid,53,361,Rough-legged Hawk (Dark morph),"A photo of a Rough-legged Hawk (Dark morph). A bird with large body, broad pale wings, dark-brown tail, pale underwing feathers, dark pale patches, pale head, and dark belly."
hybrid,54,362,Golden Eagle (Adult),A photo of a Golden Eagle (Adult). A bird with white patches and white wings.
hybrid,55,363,American Kestrel (Adult male),"A photo of a American Kestrel (Adult male). A bird with slender body, narrow slate-blue wings, long square-tipped tail, and pale plumage."
hybrid,56,364,Peregrine Falcon (Adult),"A photo of a Peregrine Falcon (Adult). A bird with long pointed wings, long tail, blue-gray upperparts, barred underparts, and dark head."
hybrid,57,365,Purple Gallinule (Adult),"A photo of a Purple Gallinule (Adult). A bird with short tail, compact body, long bright yellow brown legs, greenish wings, greenish back, yellow-tipped red brown bill, bright yellow feet, brown upperparts, and brown underparts."
hybrid,58,366,Common Gallinule (Adult),"A photo of a Common Gallinule (Adult). A bird with medium-sized marsh-bird body, long legs, small head, thin neck, small thin red bill, charcoal gray plumage, white stripes, and white tail feathers."
hybrid,59,367,Black-bellied Plover (Breeding),"A photo of a Black-bellied Plover (Breeding). A bird with chunky body, large head, short thick dark bill, long pointed wings, moderately long dark legs, black-and-white checkered upperwings, black face, black belly, white crown, white nape, white undertail, pale gray upperparts, grayish whitish underparts, scaly-looking back, and black armpits."
hybrid,60,368,Spotted Sandpiper (Breeding),"A photo of a Spotted Sandpiper (Breeding). A bird with medium-sized body, rounded bright white breast, spotted bold dark spots, orange bill, and plain white plumage."
hybrid,61,369,Sanderling (Breeding),"A photo of a Sanderling (Breeding). A bird with small plump body, spangled black plumage, white rich rufous head, rich rufous neck, and rich rufous back."
hybrid,62,370,Dunlin (Breeding),"A photo of a Dunlin (Breeding). A bird with chunky body, small medium-length legs, short neck, long bill, bright rusty back, bright rusty crown, black dark belly, bright rusty white patches, white pale underparts, dark stippling, grayish-brown upperparts, grayish-brown head, and grayish-brown breast."
hybrid,63,371,Wilson's Phalarope (Breeding),"A photo of a Wilson's Phalarope (Breeding). A bird with small long legs, slender neck, thin straight long bill, sharply pointed wings, pale gray upperparts, and white underparts."
hybrid,64,372,Broad-billed Hummingbird (Adult Male),"A photo of a Broad-billed Hummingbird (Adult Male). A bird with small body, long straight red bill, long straight fuller tail, rich green plumage, blue throat, golden-green upperparts, gray underparts, white line, and gray eye."
hybrid,65,373,Ruby-throated Hummingbird (Adult Male),"A photo of a Ruby-throated Hummingbird (Adult Male). A bird with small slender body, downcurved bill, short wings, golden-green back, gray-white underparts, and iridescent red throat."
hybrid,66,374,Black-chinned Hummingbird (Adult Male),"A photo of a Black-chinned Hummingbird (Adult Male). A bird with small slender body, straight bill, green upperparts, dull grayish whitish underparts, black pale throat, and thin iridescent purple dull metallic green plumage."
hybrid,67,375,Anna's Hummingbird (Adult Male),"A photo of a Anna's Hummingbird (Adult Male). A bird with tiny among medium-sized stocky body, broad tail, and green plumage."
hybrid,68,376,Costa's Hummingbird (Adult Male),"A photo of a Costa's Hummingbird (Adult Male). A bird with small compact body, short tail, short wings, iridescent purple crown, green back, green vest, greenish upperparts, white eyebrow, greenish stripes, and whitish underparts."
hybrid,69,377,Calliope Hummingbird (Adult Male),"A photo of a Calliope Hummingbird (Adult Male). A bird with small even short body, short tail, short wings, greenish upperparts, and greenish underparts."
